All_India_Rank,Percentile
383400,61.6601075
383624,61.6376615
383655,61.6345784
383982,61.6020129
383993,61.6008614
384670,61.5330263
384931,61.5068817
384994,61.5007038
385183,61.4818447
385213,61.478774
385285,61.4716511
385434,61.456703
385565,61.4435918
385618,61.4383378
385628,61.4372734
385643,61.4357857
385676,61.4325335
386258,61.3742984
386437,61.3564954
386598,61.3403347
386779,61.3222314
386961,61.3039975
386965,61.3036437
387040,61.2960839
387133,61.2868141
387327,61.2673542
387340,61.266152
387477,61.2524145
387485,61.2516991
387490,61.2512196
387726,61.2275382
387942,61.2059034
388068,61.1932527
388088,61.1913452
388312,61.1689105
388421,61.1580269
388722,61.1279865
388832,61.1168588
388994,61.1006538
389128,61.0872882
389137,61.0864411
389177,61.0824277
389333,61.0667552
389395,61.0606378
389436,61.0564399
389500,61.0500581
389603,61.0397942
389817,61.0183723
390247,60.9754445
390332,60.9669143
390391,60.9610883
390410,60.9590876
390436,60.9564939
390747,60.9254605
390944,60.9056955
391159,60.8842747
391338,60.866327
391478,60.8521824
391707,60.8294589
391796,60.8205456
392551,60.7450476
392595,60.7405045
392979,60.7021669
393138,60.6862706
393499,60.6501579
393532,60.6469871
393713,60.6287994
393717,60.6283982
393900,60.6101276
393905,60.6096285
394002,60.5997333
394104,60.5896677
394388,60.5612294
394448,60.55532
394473,60.5527856
394517,60.5484008
394711,60.5288961
394715,60.5285845
394776,60.5225558
394799,60.5202705
394817,60.5184359
394883,60.5117332
394918,60.508363
395036,60.4965362
395037,60.4963941
395190,60.4809987
395247,60.4754477
395320,60.4680704
395331,60.4670173
395601,60.4400034
395826,60.4175769
395858,60.4142937
395914,60.4086992
396226,60.3775789
396272,60.3728671
396451,60.3550407
396454,60.3546901
396509,60.3491499
396666,60.3335001
396668,60.3333346
396930,60.3071677
396997,60.3004737
397147,60.2853853
397601,60.2399506
397616,60.2384841
397748,60.2252409
397815,60.2185891
397915,60.2085829
398034,60.1967364
398307,60.1692897
398321,60.1679633
398446,60.1554637
398452,60.1549594
398597,60.1403443
398657,60.1344113
398742,60.1258936
398991,60.1010522
399242,60.0759298
399255,60.0746061
399385,60.0615723
399601,60.0399074
399693,60.0308124
399886,60.0115265
399961,60.0039213
400192,59.9808383
400418,59.9583126
400485,59.951617
400546,59.9454505
400592,59.9408713
400921,59.9079082
401536,59.8465689
401709,59.829135
401821,59.8180271
401896,59.8104983
401918,59.8083645
401981,59.8019604
402194,59.7807031
402242,59.7758151
402509,59.7491031
402539,59.7462298
402596,59.7404107
402600,59.7400886
402917,59.7084506
403008,59.6993373
403124,59.6876668
403413,59.6587206
403835,59.6166255
403890,59.6111671
404112,59.5888669
404494,59.5506598
404557,59.5443738
404587,59.5414286
404914,59.5087614
405017,59.498338
405171,59.4829251
405344,59.465817
405483,59.4517911
405597,59.4404126
405682,59.4318654
405762,59.4239245
405818,59.418348
406245,59.375615
406354,59.364787
406484,59.3516837
406534,59.3466869
406564,59.3437116
406668,59.3333232
406937,59.3064114
406979,59.3021358
407235,59.2766156
407371,59.2629813
407454,59.254671
407554,59.2447016
407567,59.2433519
407699,59.2301432
407948,59.2051692
408036,59.1965874
408052,59.1949278
408107,59.1893942
408280,59.1720666
408431,59.1568562
408453,59.1547636
408551,59.1450358
408567,59.1434471
408644,59.1357321
408697,59.1304079
408718,59.1283652
408732,59.1268836
408787,59.1214543
408844,59.1156808
409140,59.0860559
409401,59.0599497
409524,59.0476468
409553,59.044833
409687,59.0313629
409768,59.0232483
409871,59.0130357
410069,58.9932164
410345,58.9656481
410581,58.9420256
410612,58.9388623
410625,58.9376038
411120,58.8881063
411165,58.883554
411168,58.8832448
411580,58.842066
411701,58.8301018
411738,58.8262794
412164,58.7837616
412269,58.7731766
412480,58.7521444
412665,58.7336451
412711,58.7290476
412873,58.7128194
412986,58.7015689
413690,58.6311189
413709,58.6292857
413791,58.620919
414047,58.5954174
414054,58.5947142
414331,58.5669532
414404,58.559729
414749,58.5251255
414848,58.5152673
414937,58.5063
415183,58.4818779
415259,58.4741884
415323,58.4679083
415349,58.4652401
415517,58.4484224
415529,58.4471707
415567,58.4433477
415595,58.4406261
415696,58.4304964
415800,58.420033
416336,58.3664242
416387,58.3613521
416472,58.352991
416604,58.3398107
416642,58.3359102
416719,58.3282074
416867,58.3133832
416907,58.3093533
417071,58.2930688
417085,58.2916937
417303,58.2697553
417694,58.2306959
417791,58.2209775
417825,58.217579
417876,58.2125593
418039,58.1961344
418077,58.1924233
418354,58.1647364
418396,58.1604929
418647,58.1354447
419156,58.0845074
419379,58.0622609
419474,58.0526239
419692,58.0308826
419698,58.0302964
419857,58.0142664
419973,58.0027457
420034,57.9966593
420574,57.9427474
420606,57.9394647
420807,57.9193591
420843,57.9158409
420919,57.9081191
421114,57.8885964
421301,57.8699819
421567,57.8433276
421608,57.8392295
421801,57.8200287
421909,57.8092438
421959,57.8042394
422172,57.7829554
422241,57.7760621
422353,57.7646936
422380,57.7621225
422440,57.7560735
422612,57.7388626
422826,57.717528
422935,57.7065135
423093,57.6907124
423362,57.6639317
423386,57.6615244
423389,57.6612068
423443,57.655756
423650,57.6351372
423831,57.617034
423894,57.6107043
424296,57.5704411
424468,57.5532787
424495,57.5506419
424501,57.5500664
424504,57.5496837
424552,57.5448875
424559,57.5441919
424781,57.5220137
425368,57.4632709
425408,57.4591553
425426,57.4575596
425549,57.4452897
425605,57.4395694
425689,57.4311467
425835,57.4165931
425887,57.4113906
425899,57.4102498
426010,57.3991027
426059,57.3941604
426323,57.3677341
426464,57.3537433
426662,57.33393
426725,57.327653
426898,57.3102516
427036,57.2965919
427198,57.2802128
427218,57.2783355
427255,57.2745045
427306,57.2694605
427990,57.2011781
428000,57.2001416
428023,57.1977727
428082,57.1918741
428253,57.174805
428381,57.1620257
428433,57.1568626
428455,57.1545772
428633,57.1367194
428760,57.1241078
428938,57.1062771
428973,57.102735
428978,57.1023149
428991,57.1009893
429626,57.0375153
429703,57.0297553
429705,57.0296243
429795,57.0205341
429824,57.0176586
429904,57.0096879
430162,56.9839871
430275,56.9726392
430289,56.9712539
430297,56.9704709
430325,56.9677801
430376,56.9625021
430494,56.950771
430541,56.9460506
430907,56.9094498
431057,56.8944887
431389,56.861179
431463,56.8537751
431607,56.839416
431889,56.8111909
431938,56.8063159
432134,56.7867781
432306,56.7694761
432444,56.7556848
432585,56.7416087
432748,56.7252886
432791,56.7209043
432845,56.715571
432964,56.7037344
433028,56.6973719
433034,56.6966423
433269,56.673142
433448,56.6553015
433621,56.6378962
433640,56.6360778
434667,56.5333132
434740,56.5261685
434760,56.5240615
434888,56.5113826
435056,56.4945557
435407,56.4593677
435484,56.4516464
435856,56.4144903
436041,56.3959948
436127,56.3874173
436560,56.3440612
436739,56.3262373
436760,56.3241133
436846,56.315483
436870,56.3130644
436890,56.3110908
437017,56.2983592
437471,56.2530029
437741,56.2260043
437753,56.2248131
437966,56.2035883
438108,56.1892934
438126,56.1875502
438220,56.1781115
438467,56.1533881
438527,56.147394
438654,56.1346971
438691,56.131014
438778,56.122252
439057,56.0943267
439122,56.0879327
439301,56.0700449
439384,56.0617373
439686,56.0315077
439690,56.0311384
439700,56.0301357
439822,56.0179394
439871,56.012957
439927,56.0073452
439945,56.0055806
439950,56.0050991
440015,55.9985879
440091,55.9909062
440174,55.9827861
440284,55.9716863
440445,55.9556086
440643,55.9358622
440648,55.9351828
440700,55.9300744
440810,55.9190806
440862,55.9138832
440904,55.9096913
440955,55.9046724
441004,55.8997337
441021,55.8980479
441062,55.8939024
441264,55.87363
441300,55.869996
441370,55.8630235
441568,55.843318
441799,55.8202016
442074,55.7926895
442440,55.7560816
442535,55.7467006
442556,55.7444589
442704,55.7297464
442716,55.7285001
442834,55.716697
442875,55.7126588
443258,55.6743731
443260,55.674088
443420,55.65814
443592,55.6409182
443795,55.6206004
444064,55.5937102
444123,55.5877656
444161,55.5839847
444211,55.578971
444392,55.5609451
444536,55.5464952
444815,55.5185351
445293,55.4707638
445490,55.45094
445798,55.4202753
445805,55.4196019
445864,55.4136932
445907,55.409499
446005,55.3996287
446088,55.3913265
446283,55.3717178
446428,55.3572818
446500,55.3500757
446950,55.3050607
446964,55.30366
447161,55.2839096
447211,55.2789362
447699,55.2302437
447897,55.2103929
447982,55.2018747
447984,55.2016997
448102,55.1899584
448171,55.1830002
448348,55.165327
448482,55.1518577
448642,55.1358691
448873,55.1128177
448905,55.1096946
448952,55.1049715
449145,55.0856291
449363,55.0638076
449390,55.0611701
449418,55.0583397
449425,55.0574853
449535,55.0465473
449590,55.0411169
449591,55.0409107
449722,55.0278551
449798,55.020265
449934,55.0066872
450120,54.9880856
450294,54.9706855
450307,54.9694413
450488,54.9512867
450517,54.9483808
450533,54.9467325
450576,54.9425512
450628,54.9372664
450771,54.9229456
451488,54.8513107
451510,54.8490617
451512,54.8488737
451714,54.8287129
451717,54.8283837
451930,54.8072156
451955,54.8045963
451969,54.8032309
452033,54.7967029
452109,54.789157
452151,54.7849457
452328,54.7672523
452371,54.7630208
452387,54.7614518
452924,54.7077172
453040,54.6960887
453079,54.6921685
453267,54.6734557
453600,54.6402036
453825,54.6176068
453910,54.609147
454430,54.5571172
454515,54.5486378
454654,54.5346418
454754,54.5246756
454812,54.5189198
455368,54.4633606
455543,54.4457591
455573,54.4426983
455645,54.4355751
455658,54.4343505
455664,54.4336208
455740,54.4260412
455867,54.4134078
456144,54.3856942
456155,54.3846297
456168,54.3832386
456305,54.3695838
456766,54.3235598
456967,54.3033404
457020,54.2981738
457063,54.2937466
457064,54.2937425
457081,54.2919814
457177,54.2823428
457339,54.2661752
457511,54.2490272
457594,54.2406997
457741,54.2260559
457765,54.2236718
457822,54.2178408
458002,54.1998372
458212,54.1788348
458302,54.169855
458303,54.1698552
458569,54.143228
458757,54.1243727
458919,54.1081994
459001,54.1000702
459066,54.0935954
459257,54.074413
459261,54.073867
459303,54.0698149
459421,54.0580467
459725,54.0276112
459777,54.0224363
459803,54.0198179
459834,54.0166383
459941,54.0059557
460257,53.9743839
460450,53.9551533
460477,53.9523617
460519,53.9482228
460561,53.9440152
460720,53.9281793
460842,53.9158979
460933,53.9067123
461160,53.8841323
461269,53.8733069
461278,53.8723356
461545,53.8455606
461614,53.8386459
461817,53.8183524
461861,53.8141002
462025,53.7975836
462056,53.7944669
462163,53.7837921
462292,53.7708842
462394,53.7607784
462772,53.7228493
462944,53.705759
462970,53.7031061
462999,53.7002604
463004,53.6997791
463148,53.6853042
463344,53.6656842
463505,53.6496033
463624,53.6376953
463768,53.6232172
463885,53.6116776
464095,53.5906123
464320,53.5680418
464655,53.5344966
464656,53.5343836
465043,53.4958385
465181,53.4819691
465242,53.4758773
465394,53.4607244
465745,53.4255742
466103,53.3898273
466252,53.3749048
466514,53.3486958
466569,53.3431214
466692,53.330859
466851,53.3150301
466963,53.3037659
467156,53.2845603
467283,53.2719173
467392,53.2609328
467980,53.2021746
468017,53.198436
468107,53.1893733
468501,53.15001
468624,53.1378007
468627,53.1373738
468867,53.113348
468988,53.1012433
469164,53.0836891
469251,53.0749498
469346,53.0655837
469353,53.0648108
469484,53.0517486
469799,53.0201851
469808,53.019243
470061,52.9939345
470218,52.9782546
470350,52.9651174
470441,52.956026
470482,52.9519302
470511,52.9489256
470558,52.9443
471062,52.8938487
471784,52.8217201
471963,52.803824
472019,52.7981414
472138,52.7863484
472208,52.7794169
472265,52.7736417
472295,52.7705919
472429,52.7571842
472640,52.7360895
472683,52.731762
472753,52.7248126
472898,52.7102431
472903,52.7097055
473080,52.692111
473177,52.6824011
473205,52.6795714
473260,52.6740359
473290,52.6711145
473358,52.6642505
473395,52.6605931
473412,52.6589882
473474,52.6527326
473577,52.6423315
473584,52.6416363
473654,52.6347076
473875,52.6125312
473944,52.6055999
473983,52.6018266
474208,52.579316
474230,52.5771225
474259,52.5742132
474391,52.5609967
474473,52.5527669
474479,52.5522258
474584,52.5417765
474619,52.5381749
474646,52.535449
474930,52.5070432
475225,52.4775567
475250,52.4751101
475286,52.471393
475287,52.471422
475344,52.4657322
475374,52.4626101
475471,52.452951
475893,52.410804
475975,52.4025928
476062,52.393926
476376,52.3624929
476433,52.3568632
476440,52.3560839
476557,52.3443508
476788,52.3212468
476840,52.3161368
477155,52.2846015
477164,52.2837317
477518,52.2483307
477655,52.234499
477717,52.228343
477982,52.201849
478074,52.1926592
478408,52.159279
478452,52.15495
478816,52.1185599
478894,52.1106854
478954,52.1046874
479126,52.0874647
479456,52.0545045
479598,52.0403101
479640,52.0361403
479656,52.0345399
479718,52.0281849
479780,52.0220924
479842,52.0159692
480040,51.9960781
480098,51.990357
480491,51.9509847
480696,51.9305087
480762,51.9238432
480855,51.914545
480977,51.9024363
481085,51.8916441
481095,51.8906013
481182,51.8818386
481232,51.8769022
481396,51.8605629
481421,51.8580871
481557,51.8443842
481599,51.840117
481770,51.823142
482008,51.7992862
482108,51.7893472
482282,51.7719141
482439,51.7561558
482484,51.7517029
482775,51.7226654
483111,51.6889925
483286,51.6714483
483428,51.6572206
483502,51.6498614
483766,51.6234795
484139,51.586241
484378,51.562244
484564,51.5437777
484663,51.5337331
484793,51.5209166
484898,51.5103863
485238,51.4763071
485302,51.4698176
485397,51.4603972
485458,51.4542807
485460,51.4540363
485638,51.4363146
485644,51.4356588
485659,51.4341643
485714,51.4286898
485770,51.4230713
486034,51.3968039
486189,51.3811732
486312,51.368922
486521,51.3480073
486762,51.3239176
486859,51.3142215
486922,51.3079441
487028,51.2973133
487306,51.2695112
487537,51.2464029
487544,51.2456931
487620,51.2380544
487761,51.223997
487797,51.2204121
487824,51.2177201
487830,51.217109
487954,51.2046884
488034,51.1966971
488103,51.1897723
488823,51.1178157
489066,51.0934889
489077,51.092409
489111,51.08905
489293,51.0707645
489361,51.0640298
489641,51.0360017
489831,51.0171011
489915,51.0085892
490092,50.9909348
490229,50.9772008
490483,50.9517306
490502,50.949874
490552,50.944944
490661,50.9339784
490685,50.931489
490694,50.9306984
491179,50.8821454
491403,50.8598066
492108,50.7893776
492187,50.7814385
492339,50.7662768
492586,50.7414719
492955,50.7045928
493086,50.6914478
493169,50.6831658
493241,50.6759537
493246,50.6754347
493249,50.6752683
493265,50.6734954
493297,50.6704685
493404,50.6597623
493436,50.656525
493672,50.6328443
493714,50.6286209
493847,50.6153726
494177,50.5824313
494193,50.5808002
494202,50.5798478
494245,50.5756574
494289,50.5712842
494609,50.5391887
494659,50.5342055
494697,50.5303246
494766,50.5234793
494781,50.5220255
494816,50.5185177
494827,50.5173746
494997,50.5003863
495200,50.4800776
495202,50.4798861
495406,50.4595212
495461,50.4539016
495494,50.4506963
495756,50.4245175
495805,50.4195715
495918,50.408276
495936,50.4064775
495990,50.401076
496156,50.3845003
496287,50.3714065
496511,50.348895
496707,50.3294326
496804,50.3196855
496962,50.3039966
497115,50.2885404
497250,50.2750566
497750,50.2250899
498043,50.1958207
498149,50.1851025
498332,50.1668585
498706,50.1295296
498858,50.1142526
498989,50.1012685
499505,50.0495773
499542,50.045855
499618,50.0383305
499997,50.0004804
500048,49.9953208
500070,49.993163
500129,49.9872838
500167,49.9833539
500214,49.9787469
500419,49.9581238
500468,49.9533212
500471,49.9529964
500497,49.9504621
500756,49.9245586
500968,49.9033285
501008,49.8993149
501069,49.8932254
501079,49.8922031
501150,49.8850969
501394,49.8607721
501488,49.8513781
501904,49.8096929
501930,49.8071119
502058,49.7943041
502117,49.7883194
502603,49.7397832
502630,49.73718
502772,49.7228625
503204,49.6798057
503273,49.6728586
503763,49.6238201
503950,49.605128
503989,49.6011541
504248,49.5752867
504321,49.5680721
504365,49.5635693
504440,49.5561531
504676,49.5324311
504704,49.5296401
504764,49.5237951
505257,49.4743994
505338,49.4662731
505411,49.4590681
505534,49.4467623
505574,49.442746
505675,49.4325715
505782,49.4218857
506165,49.3836156
506166,49.3835347
506235,49.3765746
506335,49.3666085
506396,49.3605134
506472,49.3529643
506476,49.3525377
506504,49.3496247
506961,49.3039893
507035,49.2965536
507205,49.2796284
507390,49.2611462
507677,49.2324051
507690,49.2310866
507770,49.2231035
508004,49.1997104
508169,49.183168
508288,49.1712391
508300,49.1699975
508732,49.1269634
508792,49.1209248
508813,49.1188181
508925,49.1076633
509274,49.0726372
509714,49.0286132
509840,49.0161192
510501,48.9500147
510588,48.9412134
510717,48.928418
510797,48.92038
511355,48.8645596
511426,48.8574833
511479,48.8520779
511497,48.8503704
511773,48.8227648
512210,48.7791279
512220,48.7780921
512513,48.7488319
512572,48.7427725
512584,48.741658
512612,48.7389278
512642,48.7358846
512733,48.7268423
512773,48.7227098
512901,48.7100366
513068,48.693268
513164,48.6836632
513246,48.6755496
513489,48.6512581
513529,48.6472517
513822,48.6180019
514026,48.5975633
514077,48.5923602
514216,48.5785071
514245,48.575582
514321,48.5681015
514360,48.5641552
514589,48.5411906
514739,48.5262439
514790,48.5210384
514932,48.5069125
515297,48.4703531
515404,48.4596156
515470,48.4531392
515587,48.4414454
515644,48.4357229
515806,48.4194909
515859,48.4141367
515890,48.4110419
515962,48.4038515
516066,48.3934883
516139,48.3862538
516153,48.384853
516388,48.3612176
516562,48.3438653
516696,48.330464
516932,48.3067734
517088,48.2913283
517212,48.2788877
517302,48.2698943
517474,48.2527673
517625,48.2376044
517731,48.2269785
518036,48.1965286
518072,48.1929529
518331,48.1670148
518475,48.1526345
518512,48.1488927
518630,48.1370959
518638,48.1363057
518704,48.1296623
518837,48.1163716
518988,48.1013689
519181,48.0821004
519577,48.0424796
519711,48.0289338
519740,48.026029
519952,48.0048405
520194,47.9807067
520223,47.9776596
520328,47.9672706
520489,47.9512704
520546,47.9455491
520607,47.9393745
520912,47.9088783
521084,47.8917284
521151,47.8850468
521443,47.8557733
521581,47.8419883
521758,47.8242717
521864,47.8136334
522286,47.771489
522861,47.7139852
522935,47.706537
523150,47.6851323
523228,47.6773242
523352,47.6649348
523452,47.6548616
523671,47.6329008
523867,47.6134234
524000,47.6000668
524056,47.5944555
524059,47.5941371
524152,47.5848862
524246,47.5755789
524274,47.5726747
524302,47.5698455
524347,47.5654326
524415,47.5586086
524485,47.551494
524577,47.5424331
524696,47.5306064
525056,47.49437
525400,47.4600382
525403,47.4596576
525449,47.4551962
525649,47.4352495
525697,47.4304053
525768,47.4233696
525854,47.4147415
526338,47.3663851
526467,47.353458
526766,47.3234799
526794,47.3207033
526867,47.3133566
527424,47.2576885
527429,47.2572031
527481,47.2519958
527800,47.2201671
527815,47.2185835
527954,47.2046534
527955,47.2045565
528178,47.1823328
528265,47.1735298
528371,47.1629899
528497,47.1504664
528684,47.1317146
529068,47.0932963
529115,47.0885982
529489,47.0511485
529937,47.0063571
530108,46.9892902
530284,46.9717136
530422,46.9579474
530435,46.9566046
530477,46.9524676
530718,46.9283803
530783,46.9218398
530837,46.9164612
531110,46.8890505
531555,46.8445425
531741,46.8260259
532116,46.7884329
532397,46.7603855
532430,46.7571386
532526,46.7475707
532564,46.7436873
532565,46.7435675
532749,46.725216
532821,46.7179463
532956,46.7044913
533022,46.6978996
533921,46.6079986
533949,46.6052044
534545,46.5455583
534698,46.5302637
534955,46.5045626
534989,46.501119
535023,46.4978171
535162,46.4839447
535193,46.4808398
535273,46.4727869
535583,46.4417594
535599,46.4402372
535629,46.4372319
535633,46.4368109
535778,46.4223872
536033,46.3967987
536049,46.3951872
536064,46.39368
536172,46.382822
536218,46.3783331
536340,46.3660947
536410,46.3591255
536421,46.3580921
536563,46.3437805
536659,46.3340831
536744,46.3257241
536783,46.3218083
536821,46.3179634
537190,46.2811199
537239,46.2762393
537291,46.2709527
537402,46.2598849
537414,46.2587738
537476,46.2524639
537529,46.2472033
537657,46.2342688
537791,46.2209259
537891,46.2110079
537900,46.2101614
537918,46.2082319
538090,46.1911037
538189,46.1811812
538276,46.1725477
538299,46.1701391
538416,46.1585215
538457,46.1543673
538556,46.1445112
538702,46.1299034
538891,46.1109874
538933,46.1068239
538983,46.1018022
539221,46.0779934
539251,46.0749822
539326,46.0675039
539338,46.0663111
539407,46.0593505
539636,46.0364825
539669,46.0331472
539754,46.024698
539784,46.0216704
539820,46.0181385
539878,46.0123336
540112,45.9888539
540326,45.9674999
540684,45.9317319
540815,45.9185912
540829,45.9171636
540842,45.9158454
540843,45.9158427
541010,45.8991451
541023,45.8977896
541293,45.8708383
541358,45.8641517
541407,45.8594664
541499,45.8501922
541756,45.8245071
541909,45.809184
541953,45.8048698
542519,45.748147
542712,45.7289737
542741,45.7260198
542763,45.7238311
542786,45.7214835
542933,45.7067346
542966,45.7035465
543050,45.6951156
543076,45.6925681
543158,45.6842903
543259,45.674179
543495,45.6506694
543789,45.6212956
544130,45.5871005
544459,45.5541624
544580,45.5421405
545021,45.4979873
545030,45.49713
545115,45.488587
545258,45.4743782
545445,45.455565
545529,45.447224
545557,45.4443756
545627,45.4373859
545710,45.4290794
545732,45.4269369
545748,45.4253459
545896,45.4105279
545918,45.4082946
545987,45.401407
546050,45.3951449
546210,45.3791465
546216,45.3783655
546278,45.3722864
546318,45.3682888
546466,45.3535335
546644,45.3356967
546797,45.320436
546860,45.3140461
546862,45.313913
546888,45.311345
547212,45.2788263
547267,45.2735257
547459,45.2542595
547466,45.2535001
547500,45.2500586
547584,45.2416912
547706,45.2295042
547797,45.220422
547882,45.211975
547941,45.2059762
548030,45.1971281
548114,45.1886354
548164,45.1836793
548258,45.1743188
548345,45.1656346
548380,45.1620623
548532,45.146878
548633,45.136873
548647,45.1354581
548726,45.1275104
548896,45.1103882
549079,45.0923256
549123,45.087799
549297,45.0703844
549458,45.0542739
549671,45.0330188
549943,45.0058193
550039,44.9962475
550042,44.9958537
550099,44.9901844
550503,44.9499015
550591,44.9410112
550613,44.9387914
550774,44.9226529
551104,44.8897253
551204,44.8797516
551216,44.8785437
551302,44.8698871
551330,44.8671181
551490,44.8511836
551601,44.8400535
551921,44.8079608
552228,44.7771727
552380,44.7621148
552438,44.7563399
552450,44.7550455
552518,44.7482996
552534,44.7466868
552551,44.7450052
552642,44.7358728
552744,44.7257645
552747,44.7254074
553071,44.692956
553298,44.6703459
553612,44.6388368
553700,44.6301642
553723,44.6278496
553773,44.6228695
554126,44.5874921
554200,44.5800752
554213,44.5788042
554283,44.5717958
554434,44.5566674
554569,44.5431723
554673,44.5327817
554733,44.5267415
555039,44.4962339
555049,44.4951974
555069,44.4931846
555193,44.4807445
555307,44.469342
555369,44.4632968
555407,44.4593686
555453,44.4548305
555463,44.4538081
555492,44.4507612
555504,44.4497896
555966,44.4035342
556109,44.3891616
556127,44.3873986
556478,44.3522425
556517,44.3484913
556541,44.3459546
556542,44.3458738
556726,44.3274635
556763,44.323804
556878,44.3123685
557104,44.2897895
557151,44.2849801
557692,44.2309189
557742,44.2259041
557921,44.2079509
557978,44.2024211
558296,44.1705681
558430,44.1571095
558473,44.1528791
559111,44.0890606
559332,44.0669041
559518,44.0483163
559536,44.0465756
559711,44.0289527
560069,43.9932837
560237,43.9763887
560522,43.9479762
560554,43.9446997
560629,43.9372169
560695,43.9305983
560726,43.9274734
560919,43.9081865
560974,43.902769
560990,43.9009843
561357,43.8643381
561360,43.8640637
561392,43.8608461
561648,43.8353755
561668,43.8333629
561795,43.8206296
561904,43.8096681
561937,43.8064668
562066,43.7934206
562085,43.7917071
562101,43.7899658
562247,43.7753869
562315,43.7685785
562365,43.7635463
562515,43.7486963
562573,43.7428394
562717,43.7284608
562822,43.7178388
562989,43.701209
563077,43.6924261
563410,43.6591135
563547,43.645342
563653,43.6348538
563855,43.6146061
563975,43.6025523
564262,43.5738072
564396,43.5605303
564450,43.5552225
564639,43.5361492
564755,43.5246085
565254,43.4747555
565278,43.4722365
565338,43.466276
565521,43.447957
565655,43.4346492
565723,43.4278663
565881,43.412008
565889,43.4111579
566036,43.3964779
566088,43.3912685
566183,43.3817511
566411,43.3589949
566442,43.3559287
566543,43.3458245
566660,43.3340996
566805,43.3196029
566983,43.3017959
567246,43.2754351
567287,43.271408
567302,43.2698708
567661,43.2339326
567891,43.2110185
568154,43.1846694
568196,43.1805114
568432,43.1569424
568449,43.1551525
568490,43.1511046
568629,43.1371095
568749,43.1252766
569024,43.097632
569035,43.0965743
569171,43.0830669
569538,43.0462883
569741,43.0259401
569774,43.0227357
569868,43.0133345
570096,42.9904683
570316,42.9684738
570939,42.9061782
571266,42.8734896
571487,42.8513054
571842,42.8158909
571845,42.8156892
571861,42.8139552
572175,42.7825708
572200,42.7800408
572202,42.7799306
572232,42.7769602
572581,42.742059
572638,42.7362376
572745,42.725625
572772,42.7229717
572792,42.7209255
572816,42.7185239
572875,42.7125764
572906,42.709511
572913,42.7088618
573058,42.6943164
573321,42.6679376
573463,42.6537772
573582,42.6419605
573594,42.6407162
573703,42.629806
573902,42.6098723
573920,42.6081594
573972,42.6029831
574124,42.5877632
574160,42.5841721
574252,42.5748821
574684,42.531675
574808,42.5192922
574872,42.5129019
574958,42.5043716
575211,42.4790583
575581,42.4420269
575917,42.4083284
575991,42.4009156
576125,42.387612
576329,42.367244
576554,42.344696
576682,42.3319957
577134,42.2866459
577292,42.2708396
577444,42.2556668
577515,42.2485649
577531,42.2470263
577533,42.2467789
577892,42.2108226
577901,42.2100446
577918,42.208212
578041,42.1959464
578139,42.1861189
578215,42.1786104
578506,42.1495093
578586,42.1415958
578610,42.1391457
578695,42.1306721
578931,42.1070144
578958,42.1042512
579018,42.0983064
579174,42.0827296
579218,42.0783352
579329,42.0671764
579420,42.0581244
579631,42.0369533
579708,42.0292478
579837,42.0163442
580044,41.9957012
580499,41.9501411
580577,41.9423788
580786,41.9215451
580809,41.9191485
580822,41.9178748
580886,41.9115036
580903,41.9098123
580908,41.909275
580925,41.9076393
580935,41.9066295
581181,41.882057
581197,41.8803959
581796,41.8204744
582249,41.7751659
582294,41.7707154
582405,41.7595811
582853,41.7147715
582856,41.7144776
582899,41.7101658
583135,41.68661
583218,41.6782294
583572,41.6429152
583850,41.6151338
584042,41.595871
584079,41.5922961
584224,41.5777009
584315,41.5685219
584468,41.5532859
584503,41.5498031
584579,41.5422224
585085,41.4915871
585159,41.4841494
585346,41.4654453
585413,41.4587673
585473,41.4527721
585577,41.4423433
585695,41.4305634
586040,41.396133
586353,41.3648824
586533,41.3468378
586648,41.3353653
586660,41.3341487
586677,41.3324417
586687,41.3313831
586690,41.331107
586760,41.324079
586772,41.322889
586992,41.3009034
586996,41.3005357
587020,41.2981212
587056,41.2944919
587240,41.2761028
587262,41.2739217
587294,41.2707334
587435,41.2565241
587555,41.2445461
587702,41.2299554
587968,41.203297
587979,41.2021788
587983,41.2017868
588150,41.1850868
588153,41.1848279
588457,41.1543446
588546,41.1455012
588782,41.1219123
589031,41.0970198
589072,41.0929111
589413,41.0588258
589543,41.0457714
589668,41.0332529
590114,40.9888229
590156,40.9844849
590313,40.9687908
590325,40.9676339
590534,40.9467798
590713,40.9287728
590894,40.9106501
590914,40.9086379
590967,40.9034797
591033,40.8967481
591161,40.8839986
591266,40.8734511
591315,40.8685276
591573,40.8427854
591582,40.8418531
591685,40.8315654
591819,40.8183003
591842,40.8159212
591980,40.8021466
592156,40.7845412
592230,40.777095
592299,40.770178
592454,40.7547124
592666,40.7335084
593107,40.6893716
593725,40.6276065
593821,40.6179647
593861,40.6139914
593881,40.6119832
594208,40.5792366
594277,40.5722824
594580,40.542053
594597,40.5404902
594671,40.5329845
594788,40.5213388
594809,40.5190938
595158,40.4842496
595199,40.4801323
595290,40.4710899
595318,40.4684211
595613,40.438823
595620,40.4381848
595677,40.4323873
595782,40.4219682
595794,40.4208037
595990,40.4010945
596365,40.363573
596494,40.3506341
596631,40.3369845
596786,40.3215041
596847,40.3155015
597165,40.2835353
597178,40.282303
597237,40.2763093
597315,40.2685787
597421,40.2580156
597476,40.2525256
